class,text
Pos, Ok  anyone who is looking for a car under 17 000 that is a coupe  should take a look at the Ford Escort Zx2  This car has a lot to offer including exceptional power  a 130HP Ztech engine  The Automatic will cost more  but I think it is funner to drive  Lets hope that Ford dosent discontinue this nice car It has improved so much over the years  I had a Mercury Tracer before and I loved it  I love my ZX2 more though  I would recommend this to anyone who is looking for a quality made car thank you Ok  anyone who is looking for a car under 17 000 that is a coupe  should take a look at the Ford Escort Zx2  This car has a lot to offer including exceptional power  a 130HP Ztech engine  The Automatic will cost more  but I think it is funner to drive  Lets hope that Ford dosent discontinue this nice car It has improved so much over the years  I had a Mercury Tracer before and I loved it  I love my ZX2 more though  I would recommend this to anyone who is looking for a quality made car thank you   
Pos, We just bought a ford explorer and got rid of our old escort and then kept our camry had 115000 miles on it while the escort had only 60000 what a mistake that was  the camry pooped out on us Now don t get me wrong the camry was a great little car well mid sized car but it had a lot of miles and needed a new trans  and the engine was soon to come We decided instead of getting all that replaced we would just get a new car We decided on another escort We needed something to balance everything out so to speak We have a big gas guzzling roomy dependible explorer  now we needed a not so roomy  fuel efficient just as dependible car we had had great luck with the old escort and we decided once again to get one This one would be a sedan lx with a standard trans It proved to be a great little car  the explorer is our vacation daily driver  the escort is our around town daily driver  The biggest problem is that it is a little underpowered  no pick up at all Another one is the seats are not very comfy and it is cramped front and back We have had no troubles at all with this car If you are looking for a fuel efficient VERY dependible car the ford escort is for you br br  
Pos, I bought the 1999 Ford LX in November of 1998  I was looking for a dependable small car with a reasonable price  I have not been disappointed with the car itself  I have 25 000 mile and it runs like a dream  I took a trip from South Dakota to Mississippi this summer  2300 miles  and was very comfortable the entire trip  The car is great  However  the service has NOT been so great after purchasing I noticed a flaw in the window molding  I reported to Ford when they did the Customer Satisfaction phone call  I was told to take to my local dealer where I had purchased the car  I was told they would fix it but could not right now  I have called a few times to see when it would be fixed and have been given no time that it can be taken care of  I am a easy person to deal with but the noise from the window may change that pretty soon  The Ford Escort is a good car for average size people I would not recommend this car for larger people  My wife is 5 2 quot  and loves the way it handles and that she can see over the steering wheel  I will purchase another Ford in the future IF the follow up service is improved     
Pos, I purchased a 1999 Ford Escort SE in September  I had a Ford Escort years ago  got good mileage and very few repairs so I decided I wanted another one  This car is comfortable  gets good gas mileage  sporty  amp  attractive  I like the cruise control something I never had on a car  The rear defrost is a must and of course  air conditioning  It has an excellent heater  I love the color red the car really stands out  It has plenty of leg room and it is a perfect buy for me  I think anyone would enjoy driving this car especially students and retired people  It is economical and yet attractive  So far I haven t found anything I don t like about this car  Anyone who is used to a Lincoln probably wouldn t be suitable for this car  I purchased the 4 door which has a reclining back seat which makes it nice for hauling mostly anything within reason  I would buy this vehicle again  Ruth Anna Rote   
Pos, In June of 2000  my 1989 Mercury Tracer finally kicked the bucket  That was a two door coupe which was basically a big  red  problem  So off I went  carshopping with my father  I trust his opinion  and knew he d help me choose a good car   Besides  I had learned the hard way that car salesmen ignore solitary women I shopped alone  read  Consumer Reports  faithfully and followed their Reliability Charts on used cars  I noted that the Escort s reliability had improved drastically over the past ten years  I began looking toward an Escort being an economical solution to my dilemma  And then  tired of being ignored and treated like a  stupid woman  by salesmen  I asked my dad to go with me We chose the 1999 Ford Escort SE  in silver  And I cannot say enough good things about it  I adore it  My son  who is 2  still refers to it as  Mommy s New Car  even though I ve had it for nearly seven months now  The four door Escort is a practical family car  for me with just one child  which gets excellent gas mileage  I have had no major problems with it  and no costs except gas and oil changes  Oh  wait  I did have  one  cost  I had one flat tire  due to the fact that there is always construction going on  and almost always near someplace I need to be  I have only had one minor problem with the tape player  Yes  I said tape player  The car was  and still is  under factory warranty  so off I went back to the dealers  to get it fixed  And I was an even happier camper The only drawback to the Escort lies not with the car  but with me  I am not used to owning a car as new as this one  so I am sure the salesman who helped me as well as the automotive department is probably tired of seeing me  Every little noise  and back I went  I was fearful of something major going wrong  as it had with my Tracer  Nothing is wrong with the car  I was  and still am  a paranoid new car owner  
Pos, I owned an Escort several years ago  and I didn t care for it mainly because of a bad 3 speed transmission  But now  with the new Escort  it s like a totally different car  I considered this car  at first  mostly because of the price  I purchased this new Escort a couple months ago I already have 10 000 miles on it  and it is the best compact I have ever had  The engine is quite fast and the features for the price are out of this world  I have air  automatic  power locks  power doors  power mirrors  rear defrost  car alarm  etc  It is the best equipped car for the price  I checked out a Saturn  Cavalier  Honda Civic  Hyundi  Dodge Neon  etc  and nothing came with the features and a better price  It has a smooth shifting transmission and the handling is top notch  The only shortcomings are stiff seats go for the extra comfort seats Otherwise  I have no complaints  If you need a small car and you are on a budget  you can not beat this car  It is also well reviewed by other consumer mags  so ask around and you will see that everyone loves this little car  Ford was actually going to discontinue the Escort  but with the new design  it has been a huge success and they are keeping it  Buy it now br br  
Pos, You heard it from Coach back in high school  Your golf or tennis pro says it today  You hear the same thing from your kid s martial arts instructor   You can t reach your full potential without being tested by competition  A case in point  for twenty five years  Ford s F 150 has been the undisputed king of the road  outselling every competing light truck on the road  For eighteen of those years  the F 150 outsold every single vehicle on the road  passenger cars and SUVs included  But perhaps Ford became a bit complacent  for   after its 1996 update  the F 150 slowly lost ground to GM s Silverado twins and the Dodge Ram  Updates to those two  1999 for the Silverado  2002 for the Ram  further encroached on the F 150 s lead  but the biggest scare for Dearborn came in 2000  when Toyota morphed its undersized T100 into a true full sized truck  the Tundra  Combining the nearly legendary reliability of Toyota s truck line with a full size truck was certain to take a bite out of Ford s sales   and slip they did  Adding more fear and loathing is the promise of another Japanese full size entry   the Nissan Titan  promised for this model year  Ford couldn t help but hear ever louder footsteps Fortunately for the folks at the blue oval  a rebuild from wheels to the tip of the antenna was in the cards for the 2004 model year  and   faced with slipping sales of 2003s   Ford rushed the redesigned F 150 into production  The first models rolled out in mid summer  and are sitting on showroom floors now  The big question is   Did the competition bring out the best in the F 150 b What Was  Wrong  with the F 150 b On the face of it  not a thing was really  wrong  with the  a href content 109971934852 2003 F 150 a  a vehicle that came in so many configurations and trims that the only thing they seemed to have in common was a grille shaped like a Cameron Diaz smile  It s that the competition  especially the Tundra  had started doing things better  Ford s 1996 redesign of the line stuck with a clunky dual leaf spring rear suspension that  while friendly to full loads of cargo  is less kind to passengers  kidneys  Then  too  Ford saddled the 4200 pound truck with a standard 4 2 liter V6 so under powered  202 hp  that a basic model couldn t outrun its own shadow  And when you come right down to it  eight years is a long time to go without a redesign  even for trucks  vehicles that generally have precious little wiggle room for design But change they did  the company boasts that they ve touched on every system in the vehicle in an effort to make the 2004 redesign total   and from where I sit  it looks like they have  But again we must ask   Did they do the job  Let s look and see b First  Let s Talk Choices  Truth be told  the F 150 comes in so darned many configurations that it s easier to describe with a set of matrices than it is to list  em all  But I can t draw a matrix here  so let me break it down this way i Drive Train i  2WD or 4WD i Trim Levels i  Five  from the base XL  STX  XLT  FX4  and Lariat i Cab Configurations i  Three  Regular  not available in Lariat trim  SuperCab  and SuperCrew  not available in XL and STX i Bed Length i  Three  5 5   not available on regular cab  6 5   not available on SuperCrew  and 8   not available on SuperCrew i Body Style i  Two  Flareside and Styleside  availability dependent on both cab configuration and bed length Whew  I think that makes forty seven different combinations  but I lost count somewhere in the bed lengths  Those are just the basics   of course Ford offers the truck in eleven different colors and with two different standard engines and two transmissions  You can also purchase special towing packages  including an obstacle sensing  radar  system for the rear  and a snow plow package for your 4x4  This vehicle is in no way a purchase for the decision challenged person  Me  I just took the first truck I happened upon in the dealer s lot  an STX 2WD SuperCab with the standard 4 6L engine and a couple of options  cruise control and the towing package  For those of you keeping track  it was black with a gray  technically   medium flint  interior b Looks Count For Something  Face it  A truck is a truck is a truck  From the outside  at least  a pickup is just a naked box on wheels with a bit of covered space where a driver can sit  Except for the badging and taillight shapes  pickups are fairly hard to tell apart in silhouette   though from the front  the grille shape quickly gives  em away  Still  Ford has managed to apply some cosmetic changes to the previous version  resulting in a model that s distinguishable even to one who s not a Ford enthusiast Compared to the previous model  a walkaround will show that Ford has dumped the raked  streamlined shape of the front end that was so reminiscent of early Taurus models  Instead  they ve essentially recreated the body style of the F 150 s beefier siblings  the F 250 and F 350  Up front the headlights are more squared  and that grinning grille takes a bite out of the leading edge of the hood  In fact  the hood now  includes  the grille  which may come as a painful surprise for tall owners the first few times they check their crankcase oil  Stroll down the length of the body  and you ll note that all F 150s now have a notched front window like the big guys  and the door handles aren t the old Ford ovals but beefy looking square pads with wraparound handles  Further back  flares on the rear fenders have a flat strip integrated at their outer edge instead of the smooth curve of last year s F 150  This latter is very noticeable on the flareside  which is pretty much the same idea as Chevy s stepside bed  Naturally  the tail end has undergone a little change  too   mostly in the shape of the taillights  They re slightly shorter and wider than in the previous design  and the hideous teardrop shaped lenses on the flareside have been dropped in favor of the same light housings used on the styleside  BTW  while I once called the flareside s taillights the ugliest ever mounted on a pickup truck  that was before I saw the lights on a Tundra  stepside  All tailgates are removable and locking  and I found them surprisingly light for a hunk of metal that large  this may be the  tailgate assist  feature  which no salesman could explain  By the way  the cargo boxes are now two inches deeper than before   the side rails are a whopping 54 inches off the ground Now  go back toward the front and open the doors  And keep opening doors  In a definite coup for Ford  every last F 150  regardless of cab configuration or trim level  has four doors  Even a Regular Cab boasts a pair of skinny rearward opening doors for improved access to the enlarged cubby behind the front seat s  Did Ford do the job  Yes to the four doors  no to the body  redesign   cheaters b Notes From the Interior  Ford lavished more attention to the interior of the F 150  With as much landscape as is available there   what  an acre or two  they had plenty of room to play  All basic amenities are present  standard AC  dash mounted cupholders  with more in the flip down console for bench seats  a pair of power points  one on the passenger side of the dash  and a surprisingly puny glove compartment  Map pockets are incised into all doors  with integrated cutouts in the front doors for bottle holders  Where Ford seems to have paid the most attention is not in design  although it s certainly changed  but in materials  While lower end models  like the 2003 STX Sport I drove last month  were once slathered with cheesy looking plastics  the materials in the 2004 have a more solid look  They feel solid  too  and the model I drove had even better build quality than that 2003   already good Power windows in both the front and rear  for SuperCrew and SuperCab  are standard in XLT  FX4  and Lariat trims but in the XL and STX trims the rear windows are fixed  they don t even tilt out  The cab s rear window can be ordered as a slider in any cab and trim  a powered slider is optional in the top three XLT  FX4  and Lariat trims offer a nifty optional  Overhead Rail  system that lets ceiling mounted storage and A V goodies move front to back  it s unavailable on the XL or my STX  The rails  which include transmission of power for a DVD screen or speaker and climate controls  are finished in brushed aluminum   they re incompatible  however  with the optional power moonroof Did Ford do the job  No question about it  yes b Driving Interface  Oh  yeah  the cab  is  about an acre in area   large enough that for average sized me  reaching some controls even in the center of the dashboard was a bit of a stretch  If a potential driver is on the short side  you may wish to spring for the optional power adjustable pedal cluster  standard on Lariat  All trims and cabs have tilt steering  an instrument panel with speedometer   odometer   fuel   voltmeter   temperature gauges  and manual lumbar support  The breakover point for cushiness appears to be between the STX and the XLT  the upper three trims have a standard tach  power front and rear windows  and cruise control  the two lower trims have optional cruise control Climbing into the cab is made a bit easier by a pair of grab handles  though I found them located awkwardly far to the front  Once seated high above the madding crowd in the cab  you ll find that for the most part the instrument panel is well laid out and intuitive  I found the standard bench seat a bit deep  and it could use a little more contouring to the average posterior shape  as it s rather flat  The large steering wheel makes reaching left hand controls and the ignition a little tough  occluding both wiper and light controls  The sound system controls are high on the dash  keep your eyes on the road  bud  and seem marginally larger than those of the previous year  Climate control knobs and buttons face directly rearward at the center of the dashboard  potentially a stretch for short armed drivers  Unless you spring for the pricey captain s chairs and floor mounted shifter  the column mounted shifter makes access to the ignition a bit awkward  Buttons for the optional cruise control are on the face of the steering wheel  always a plus in my book The white on black instrument panel is clear and easy to read  note that Lariat trims have a ritzier black on offwhite look  Besides the gauges  there s also a set of idiot lights for all the usual warnings  Lariat drivers will find one of those ultra cool  and occasionally distracting  information centers with readouts of time  distance  fuel economy  etc  tucked beneath the voltmeter and oil pressure gauge Did Ford do the job  Ummm  not really   it s pretty much the same layout and interface as the 2003  with a continuation of reach and access problems  especially for smaller drivers b Time for the Driving Experience  Ford must ve listened to me last time around   they ve dumped the underpowered V6 engine that was standard in the last model run  Rumors say it will return next year  but I ll bet it s no longer a wimpy 202 hp  Mind you  they haven t offered a  new  standard engine  just dropped the little one  Now standard is the 4 6L Triton SOHC V8 that was optional last year  which generates 231 hp and 293 lb ft of torque  Last year s 5 4L V8 has undergone a major workover  bulking up to 300 hp and 365 lb ft  Much of the work on this engine   introducing variable valve timing and three valves per cylinder   was intended to boost both power and torque low in the RPM range  Ford claims that the engine delivers over 290 lb ft of torque at 1000 RPM  just barely above an idle  Comparison of last year s model specs with this year s  though  shows that the 2004s are are about a five inches longer and 300 500 pounds heavier across the board  which tends to dampen my enthusiasm for any increases in power Manual transmissions went the way of the V6 engine  no word on whether they ll return  For 2004  Ford bought out a new 4 speed electronic overdrive automatic  the only tranny available  Errr  excuse me  Ford  but how come you haven t been able to come up with a 5 speed  I thought you were working on  innnovation But the proof is in the driving  and to tell the truth  it s bit tough to tell that anything s been updated in some arenas  Acceleration isn t particularly impressive  try comparing it to a similar sized SUV  like the  a href content 56201285252 Chevy Suburban a  although it s admittedly better than the sluggish V6  Handling is somewhat improved  though still decidedly truck like  Although Ford brags that they refined the rear suspension   mostly by mounting the rear shocks outboard of the leaf springs and stiffening the frame rails   the truck still has a jittery ride and lots of side to side motion when empty  Ride quality will most certainly increase when some payload is added  however  as is normal for pickups  Steering has been improved by introduction of a power rack and pinion system  In a departure from previous steering  the driver maintains a good  road feel  even through the power steering system  and that certainly helps  For a truck this size  minimum length 211  maximum 249  handling is relatively sprightly   but beware the huge turning radius when it s time for parking  Handling is better for this vehicle than others I ve driven in its class  although I m waiting to get my hands on a 2004 Tundra and have yet to drive the latest version of the Ram  I ll let you know  Still and all  the ride is certainly an improvement over the punishing  kidney bashing ride of even ten years ago  Looks like the influx of drugstore cowboys seeking that  cool  pickup truck look has had an upside after all  Sound wise  this F150 is about the same as last year s  minor engine noise and low to moderate wind and road noise Did Ford do the job  A qualified  maybe  they dumped the wimpy V6 and improved the suspension and steering   but I m unvconvinced that the improvement is enough to leapfrog the competition  I also miss manual trannies b Safety  All F 150s come with two dual stage front airbags  a passenger side deactivation switch is provided for Regular Cabs  Front seatbelts  which are integrated into the body of the seat  are equipped with pretensioners and an energy management system  all outboard seating positions have three point harnesses as does the rear center position in SuperCrews and SuperCabs LATCH points are standard All configurations have standard four wheel disc brakes with ABS  and side intrusion door beams Side airbags are not available even as an option  neither is a side curtain system  This is troubling  since Ford certainly knows how to install them in their other vehicles  including the Excursion and an optional canopy system offered in the a href content 77758566020 Expedition a  Go figure Did Ford do the job  No  Where are the side airbags  the traction control   Line at the Bottom  To sum up  Ford has indeed touched on every major system in the new F 150  frame  suspension  transmission  engine  they cheated a bit there  and interior and exterior design  Where they ve done best is in the cosmetics  especially the amount of attention lavished on the interior and in the across the board inclusion of four doors on the cab  They were smart to drop the V6  but  I think  dumb to drop the manual tranny  the updated automatic transmission may be an improvement but it s not particularly noticeable  A couple of points stand out in my overview of the model update  first  how come Ford can t seem to come up with a broader range of powertrain options  Only two engines and one transmission is about what they offer in their bottom of the line compacts  And second  why do they steadfastly refuse to even offer optional side airbags or a canopy system  we know thay have one from their SUVs  It s my feeling that Ford just didn t quite leap far enough forward with the update  Sure  they ve stayed ahead of or even with the GMC and Dodge offerings  but those footsteps with a Japanese accent are sounding just as loud as before  I m gonna say that the improvement wasn t enough to bring the F 150 up to five stars  I ll let you know for sure after I ve finished testing a new Tundra  but right now  I m not overly impressed by the model change  At the moment 2003s are selling at  5000 7000 discounts  and you ll get a darned good truck for that price  Hurry  though   cause the selections are dwindling  
Pos, Way before I got interested into writing about cars  the F series has been America s best selling truck  It s been like that for more than 25 years  In fact  many industry insiders will admit that the F series has saved Ford company when it hits hard times  It goes without saying that on our local freeways and highways  you will find an F 150 truck out of every 3 truck  I had never given much attention to the truck until I started spending more time on a friend s farm  It appears that all his father s trucks have been a F 150 over the years  What I have found to be the enduring values of this great vehicle are its practicality and strength  This year  the Ford 150 sounds quieter and more refined thanks to a 75 part noise  vibration and harshness upgrade  From what I can remember  the 2003 F 150 SuperCrew drives so much better than its predecessors  It appears that Ford can only continue to improve its well known crown jewels  This is a truck that has withstood times and economic hardships  It continues to deliver power and durability in the line of full size pickups  Based on the 2003 F series  I just can t wait to test drive the 2004 F series which has caused so much hoopla so far There are three trim series that are available on the SuperCab models XL  XLT and Lariat  It offers so much comfort and cargo carrying capacity that most buyers end up comparing it with its main competitors on the market  It makes sense that they end up purchasing this truck for the type of package and value   Taking a look at its interior  Some of the features that you will find on this truck include the following  standard power adjustable pedals  power moonroof and a functional bed extender in case you want to increase the box length for carrying longer items  This truck has come handy on the farm  Many construction workers purchase them too  It s great to carry cargo  Other features include  air conditioning  overhead console  power windows with delayed accessory power and one touch down driver s window  power locks  tilt steering wheel  speed control and power moonroof  Electronic automatic temperature control is standard on the truck To help secure your cargo  tie down hooks are located in each corner of all F 150 cargo boxes  In addition  you will find out that the cargo light on the back of the cab makes loading and unloading the truck box very easy at night  Ford designs this truck with the owner user in mind  To provide you with comfort  the designers place a rear step bumper that gives easy access to the cargo area  The tailgate can be removed for special loading duties b How about the truck s powertrain b F 150 SuperCab 4 2 liter OHV V 6 engine produces 202 horsepower and 252 foot pounds of torque  The split port induction system tends to optimize fuel efficiency and engine response  No wonder that I had a ball when test driving and working with this truck on the farm  Very few trucks are that responsive when you need them to  It comes with a four speed automatic overdrive transmission  That s an option that the owner wanted  With so many packages that are available out there on these trucks  you can have anything that you want as long as you can afford it  This is true in the case of the towing and payload ratings of the F 150 tester   With all those statistics  how did I feel driving the truck b i Ride  handling  safety and security issues  FYI  All F 150 trucks come equipped with a four wheel anti lock braking system  That s standard  The short and long arm independent fron suspension enhances my ride and handling  All in all  it was quite a smooth ride  I was amazed by its handling  For the driver and passenger  the truck is equipped with air bag supplemental restraint system  There is also the side door intrusion beams that help protect passengers or occupants in the case of a side door impact or accident  Countless lives may have been saved thanks to this upgrade  LATCH child safety seat tethers are standard equipment on the F 150 trucks  Also  belt minder system encourages safety belt use  This way  you won t have to drive long and short distances without putting on your belts  Remote keyless entry offers added convenience and security at night by activating the interior lights  How handy this features has come especially when you have to park away from the lighted parking lot  In the fields of California  we sometimes have to leave our trucks for very long periods of time b Final thoughts  The Ford 150 series can only get better  The company wants to innovate with the 2004 pickup too  If you have not gotten a Ford  you can wait for the 2004 truck  I don t necessarily trust other Ford vehicles  but after working with the F series  I would invite anybody to give it a try   Why should you buy the  a href content 104412515972 2004 Toyota Sienna a  Find out more  
Pos, Ok so maybe Econoline Vans aren t for everyone  especially if you live in the city  If you aren t someone that lives in the city and you like to drive long distances on vacations then this vehicle is for you What s The Interior Of The Econoline Like Well one way to explain this question is by comparing the interior of an econoline to that of an airplane that is first class  The seats are very comfortable  and my particular model is equipped with gadgets galore  A plug in vacuum  a TV and VCP  a mechanical bed that turns into a back seat  a 10 disc CD Changer  and much more  With power AC a ride to my grandparents house in Florida is very comfortable What s The Mile Per Gallon On The Econoline Although I am very seldom a driver of my econoline since my parents do most of the driving I do know that the Econoline gets better miles to the gallon then that of a Jeep Grand Cherokee  Note  This may not be accurate for all types of Cherokees  The only reason I say this fact is because I recall my mother and my uncle comparing gas mileage prices  And the econoline was better then the jeep How Is The Handling Of An Econoline Although I very seldom use the econoline for my personal driving the few times I ve used it I noticed that it is a difficult vehicle to manuever in tight situations  This is due to the size of the vehicle rather then the steering  The steering is very good  the only difficulty with the handling is getting used to the size of the vehicle Why Should Someone Buy One These Like I said earlier the Econoline is not for everyone  If you are however one who likes the travel  then this is the perfect car for your needs  With good miles to the gallon  and an extremely good ride  it is well worth the money br br  
Pos, Last year  we decided to trade our family car for a sports car  We already had a Chevy Lumina  so we decided it was time to get rid of the unreliable Grand Am and go to a sporty car  We shopped around before deciding on what car to purchase  We test drove a Mitsubishi Eclipse  Chevy Monte Carlo  Mazda RX 7  Ford Probe and Eagle Talon  All the ones that we test drove were around the same year and handled relatively the same We went out of town to a car dealer to look and test drive more models  At the third dealer we came to  we told the sales person what we were looking for and the price range and he immediately directed us to a lonely  Ford Mustang  just waiting to be brought home by some lucky person  Without delay  we test drove this car  This Mustang is a 1997 LX V6 Automatic with power windows  power door locks  CD stereo system  dual air bags and power driver s seat  While looking this car over  we discovered that it only had 15 000 original miles on the odometer  We checked everything on the car  inside and out  and we decided to purchase  We got it for a steal at  12 500 After having the car for almost a year  I still love it as much as the day we bought it  Well  that is a little exaggerated because we have had a few small problems  but overall it is still great The engine in my  Ford Mustang  is a little short on power  but it will do for me  It does get good gas mileage  if I keep my foot out of it  In curves  I really do not like the way it handles  I had a Saturn 2 door coupe that would whip it in curves as far as handling goes  But this car cruises the highway very comfortably The fit and finish on my Mustang is great  Everything lines up and looks good  However  the dash and all the plastic molding on the inside do rattle and squeak but I will deal with this little annoyance because I love the car so much  The mounting pads in the strut tower tend to squeak really bad on bumps  Obviously all  Ford Mustangs  are like this because my husband had an  87 model that done the same thing  We have done routine maintenance on the car and that has kept this Stang in great working order  My hubby loves this car because it is one of the few that is still rear wheel drive  He likes the fact that the engine is sitting in the car the way it should be  In other words  he can work on the car easily The only major problem that we have experienced with the car is the check engine light coming on  The flap in the gas tank sticking open and not building up enough fuel pressure caused this  Once we took it to a dealer and had the problem corrected  we have not had any more problems But I will admit  it is not great for when kids are involved  A rear facing car seat will not fit into the small back seat  I now use a front facing car seat and do not have any problems  Even though we have experienced a few minor problems  I would still highly recommend the  Ford Mustang  to anyone wanting a good cruising car  The car is not only reliable  but is very sexy  It has a muscular stance and does not look like a catfish coming down the road like the Chevy Camaro  I am not knocking the Camaro because it is a great car too  but mine just looks better  LOL   
Pos, If you are looking for a new car  for sure go with the Ford Mustang  I ve had my 97  cherry red ford mustang for a little over 31 2 years now and it s the best car i have ever owned  It gets great gas mileage  high speed  and of course it looks awesome  Only thing is  this is NOT a family car  The front seats give you plenty of leg room and you can be very comfortable  But  i must say the back seat area must of been designed for kids only  it s rather small and crampy  If you have young children who still use car seats this  is most likely not the car for you  I ve tried numerous times to fit a carseat in the backseat and still have the passenger in my car comfortable with enough room  needless to say it never worked out  What I love about this car  is that i have had basically NO problems with it whatsoever  Never had to take it to the shop  new tires put on  nothing  It s a very HIGH quality car  The car drives like a DREAM  I highly suggest it for anyone  Insurance can be a real pain in the rear end though  owning a mustang means outrageous insurance people  But  it s well worth every penny of it br br  
Pos, I bought my Mustang GT 1 year ago  It was a low mile  V8  convertible  I absolutely love it  A very fun car  The styling is great   better than the  99 s and 2K s  and much nicer than the earlier boxy style  The fit and finish is fine  It did have some acid rain damage from the previous owner  A trip to the body shop and  300 later solved 95  of the problem  The car is black  and I am very fussy  It s a bit noisy with the top up while on the highway  but heck  it s a convertible  The leather seats are very comfortable  I love getting into it  The 4 6L engine and 5 speed transmission are super  Plenty of power  Nice sounding stock  dual exhaust  I use the car mostly on weekends   as a fun car  It will be stored for the winter  This car will never see snow  ice and salt  A friend has a BMW 3 series convertible  Sorry  dollar for dollar  no comparison to my pony  The BMW is a high tech  high priced  sterile car  The Mustang is an all American muscle car  I could see buying a 6 cylinder coupe as a family or second car  although rear wheel traction would be a problem in winter     
Pos, As my 16th birthday rolled around  the dream of owning a hot set of wheels became more prominent in my blonde little head  I knew nothing about cars  engines  etc  but I did know that I loved the color purple  This 1997 V6 Mustang that sat at a local dealer was very much purple  and is now very much mine  My boyfriend  who is a die hard Chevy man  warned me about the car  but now has grown to love it almost as much as me As far as power goes  the V6 is all I will ever need  although it may be a little sluggish for some power hungry people  I adore the color  a bright vibrant purple that I can only find in  97 Stangs  and I think the light grey interior is tasteful  The power locks  windows  and seats are a luxury that I have grown to appreciate  The front seats are very comfortable and with being only 4 11  tall  the power up button on the seats makes driving very comfortable  However  as for any sports car the backseat is perfect for holding my backpack  shopping bags  and purse but not my friends  The gas cap can be slightly awkward as I recall being at a filling station 30 minutes away from home  the needle on  E  bawling to my boyfriend on my cell phone that I couldn t figure it out  Once I got the hang of it  there hasn t been any problems since  Speaking of gas  it gets around 25 mpg when I drive it in town and about 18 mpg when my bf drives it   Although  I ve been told that Mustangs are  a dime a dozen  I take pride in the fact that I drive a new model of an original classic car  I also take pride in the stares I receive when I drive down the road  I also like the fact that aftermarket parts are so easy to find  so fixing one up is a breeze All in all  I suggest this car for anyone who doesn t have children  usually drives alone  and wants a good looking car  
Pos, I am originally from NYC  No one there drive as pickup primary car  The Explorer Sport Trac breaks all the rule and whenever  I drive my ride home people stop and ask me so many questions about this good looking ride  Never in a million years did I think I would ever be caught in a pickup  Not only that you think parrallel parking would be difficult  especially in NYC  I have put this baby in some spaces  Ford went way out on this ride by combining the comfort of the SUV EXPLORER and F150 Truck to come up with a ride both woman and men could take pleasure  The Sport Trac definitely makes a statement about ones personality and a taste This four door pickup truck easily accommodates four 6 ft men  Fully powered Even the automatic rear window is great feature  The sound system alone blows most cars off the road  Equipped with not only standard speakers  This ride roars with bottom  BASS  Just like a night club  with all the windows rolled up and volume at set at half sounds heard outside the car are crystal clear Long distance driving is a breeze  Comfortable and great on gas  Switch 2 to 4 wheel drive  high or low in a breeze  Air conditioning is great  I spent tow in in Charleston  SC and it get hot down there  The best part is the bed  This sure comes in handy  Of course it is larger than a car trunk put smaller than a standard size bed  However  you can fit most anything in there I purchased this vehicle last October 2001 for my birthday and what I love most is this is simply a great looking all around multi purpose truck that I am proud to take anywhere whether it to the supermarket or waiting valet attendant  This SUV MPV Pick up truck turns heads and burns rubber when I have to  
